scenario,seed,step,adoption_share,adopted_count
high_threshold,10,15,0.12,12
high_threshold,10,16,0.12,12
high_threshold,10,17,0.12,12
high_threshold,10,18,0.12,12
high_threshold,10,19,0.12,12
high_threshold,10,20,0.12,12
high_threshold,10,21,0.12,12
high_threshold,10,22,0.12,12
high_threshold,10,23,0.12,12
high_threshold,10,24,0.12,12
high_threshold,10,25,0.12,12
high_threshold,10,26,0.12,12
high_threshold,10,27,0.12,12
high_threshold,10,28,0.12,12
high_threshold,10,29,0.12,12
high_threshold,10,30,0.12,12
high_threshold,11,0,0.08,8
high_threshold,11,1,0.11,11
high_threshold,11,2,0.13,13
high_threshold,11,3,0.14,14
high_threshold,11,4,0.15,15
high_threshold,11,5,0.15,15
high_threshold,11,6,0.15,15
high_threshold,11,7,0.15,15
high_threshold,11,8,0.15,15
high_threshold,11,9,0.15,15
high_threshold,11,10,0.15,15
high_threshold,11,11,0.15,15
high_threshold,11,12,0.15,15
high_threshold,11,13,0.15,15
high_threshold,11,14,0.15,15
high_threshold,11,15,0.15,15
high_threshold,11,16,0.15,15
high_threshold,11,17,0.15,15
high_threshold,11,18,0.15,15
high_threshold,11,19,0.15,15
high_threshold,11,20,0.15,15
high_threshold,11,21,0.15,15
high_threshold,11,22,0.15,15
high_threshold,11,23,0.15,15
high_threshold,11,24,0.15,15
high_threshold,11,25,0.15,15
high_threshold,11,26,0.15,15
high_threshold,11,27,0.15,15
high_threshold,11,28,0.15,15
high_threshold,11,29,0.15,15
high_threshold,11,30,0.15,15
high_threshold,12,0,0.08,8
high_threshold,12,1,0.08,8
high_threshold,12,2,0.08,8
high_threshold,12,3,0.08,8
high_threshold,12,4,0.08,8
high_threshold,12,5,0.08,8
high_threshold,12,6,0.08,8
high_threshold,12,7,0.08,8
high_threshold,12,8,0.08,8
high_threshold,12,9,0.08,8
high_threshold,12,10,0.08,8
high_threshold,12,11,0.08,8
high_threshold,12,12,0.08,8
high_threshold,12,13,0.08,8
high_threshold,12,14,0.08,8
high_threshold,12,15,0.08,8
high_threshold,12,16,0.08,8
high_threshold,12,17,0.08,8
high_threshold,12,18,0.08,8
high_threshold,12,19,0.08,8
high_threshold,12,20,0.08,8
high_threshold,12,21,0.08,8
high_threshold,12,22,0.08,8
high_threshold,12,23,0.08,8
high_threshold,12,24,0.08,8
high_threshold,12,25,0.08,8
high_threshold,12,26,0.08,8
high_threshold,12,27,0.08,8
high_threshold,12,28,0.08,8
high_threshold,12,29,0.08,8
high_threshold,12,30,0.08,8
high_threshold,13,0,0.08,8
high_threshold,13,1,0.08,8
high_threshold,13,2,0.08,8
high_threshold,13,3,0.08,8
high_threshold,13,4,0.08,8
high_threshold,13,5,0.08,8
high_threshold,13,6,0.08,8
high_threshold,13,7,0.08,8
high_threshold,13,8,0.08,8
high_threshold,13,9,0.08,8
high_threshold,13,10,0.08,8
high_threshold,13,11,0.08,8
high_threshold,13,12,0.08,8
high_threshold,13,13,0.08,8
high_threshold,13,14,0.08,8
high_threshold,13,15,0.08,8
high_threshold,13,16,0.08,8
high_threshold,13,17,0.08,8
high_threshold,13,18,0.08,8
high_threshold,13,19,0.08,8
high_threshold,13,20,0.08,8
high_threshold,13,21,0.08,8
high_threshold,13,22,0.08,8
high_threshold,13,23,0.08,8
high_threshold,13,24,0.08,8
high_threshold,13,25,0.08,8
high_threshold,13,26,0.08,8
high_threshold,13,27,0.08,8
high_threshold,13,28,0.08,8
high_threshold,13,29,0.08,8
high_threshold,13,30,0.08,8
high_threshold,14,0,0.08,8
high_threshold,14,1,0.08,8
high_threshold,14,2,0.08,8
high_threshold,14,3,0.08,8
high_threshold,14,4,0.08,8
high_threshold,14,5,0.08,8
high_threshold,14,6,0.08,8
high_threshold,14,7,0.08,8
high_threshold,14,8,0.08,8
high_threshold,14,9,0.08,8
high_threshold,14,10,0.08,8
high_threshold,14,11,0.08,8
high_threshold,14,12,0.08,8
high_threshold,14,13,0.08,8
high_threshold,14,14,0.08,8
high_threshold,14,15,0.08,8
high_threshold,14,16,0.08,8
high_threshold,14,17,0.08,8
high_threshold,14,18,0.08,8
high_threshold,14,19,0.08,8
high_threshold,14,20,0.08,8
high_threshold,14,21,0.08,8
high_threshold,14,22,0.08,8
high_threshold,14,23,0.08,8
high_threshold,14,24,0.08,8
high_threshold,14,25,0.08,8
high_threshold,14,26,0.08,8
high_threshold,14,27,0.08,8
high_threshold,14,28,0.08,8
high_threshold,14,29,0.08,8
high_threshold,14,30,0.08,8
high_threshold,15,0,0.08,8
high_threshold,15,1,0.08,8
high_threshold,15,2,0.08,8
high_threshold,15,3,0.08,8
high_threshold,15,4,0.08,8
high_threshold,15,5,0.08,8
high_threshold,15,6,0.08,8
high_threshold,15,7,0.08,8
high_threshold,15,8,0.08,8
high_threshold,15,9,0.08,8
high_threshold,15,10,0.08,8
high_threshold,15,11,0.08,8
high_threshold,15,12,0.08,8
high_threshold,15,13,0.08,8
high_threshold,15,14,0.08,8
high_threshold,15,15,0.08,8
high_threshold,15,16,0.08,8
high_threshold,15,17,0.08,8
high_threshold,15,18,0.08,8
high_threshold,15,19,0.08,8
high_threshold,15,20,0.08,8
high_threshold,15,21,0.08,8
high_threshold,15,22,0.08,8
high_threshold,15,23,0.08,8
high_threshold,15,24,0.08,8
high_threshold,15,25,0.08,8
high_threshold,15,26,0.08,8
high_threshold,15,27,0.08,8
high_threshold,15,28,0.08,8
high_threshold,15,29,0.08,8
high_threshold,15,30,0.08,8
high_threshold,16,0,0.08,8
high_threshold,16,1,0.09,9
high_threshold,16,2,0.1,10
high_threshold,16,3,0.11,11
high_threshold,16,4,0.11,11
high_threshold,16,5,0.11,11
high_threshold,16,6,0.11,11
high_threshold,16,7,0.11,11
high_threshold,16,8,0.11,11
high_threshold,16,9,0.11,11
high_threshold,16,10,0.11,11
high_threshold,16,11,0.11,11
high_threshold,16,12,0.11,11
high_threshold,16,13,0.11,11
high_threshold,16,14,0.11,11
high_threshold,16,15,0.11,11
high_threshold,16,16,0.11,11
high_threshold,16,17,0.11,11
high_threshold,16,18,0.11,11
high_threshold,16,19,0.11,11
high_threshold,16,20,0.11,11
high_threshold,16,21,0.11,11
high_threshold,16,22,0.11,11
high_threshold,16,23,0.11,11
high_threshold,16,24,0.11,11
high_threshold,16,25,0.11,11
high_threshold,16,26,0.11,11
high_threshold,16,27,0.11,11
high_threshold,16,28,0.11,11
high_threshold,16,29,0.11,11
high_threshold,16,30,0.11,11
high_threshold,17,0,0.08,8
high_threshold,17,1,0.09,9
high_threshold,17,2,0.1,10
high_threshold,17,3,0.1,10
high_threshold,17,4,0.1,10
high_threshold,17,5,0.1,10
high_threshold,17,6,0.1,10
high_threshold,17,7,0.1,10
high_threshold,17,8,0.1,10
high_threshold,17,9,0.1,10
high_threshold,17,10,0.1,10
high_threshold,17,11,0.1,10
high_threshold,17,12,0.1,10
high_threshold,17,13,0.1,10
high_threshold,17,14,0.1,10
high_threshold,17,15,0.1,10
high_threshold,17,16,0.1,10
high_threshold,17,17,0.1,10
high_threshold,17,18,0.1,10
high_threshold,17,19,0.1,10
high_threshold,17,20,0.1,10
high_threshold,17,21,0.1,10
high_threshold,17,22,0.1,10
high_threshold,17,23,0.1,10
high_threshold,17,24,0.1,10
high_threshold,17,25,0.1,10
high_threshold,17,26,0.1,10
high_threshold,17,27,0.1,10
high_threshold,17,28,0.1,10
high_threshold,17,29,0.1,10
high_threshold,17,30,0.1,10
high_threshold,18,0,0.08,8
high_threshold,18,1,0.1,10
high_threshold,18,2,0.11,11
high_threshold,18,3,0.13,13
high_threshold,18,4,0.14,14
high_threshold,18,5,0.14,14
high_threshold,18,6,0.14,14
high_threshold,18,7,0.14,14
high_threshold,18,8,0.14,14
high_threshold,18,9,0.14,14
high_threshold,18,10,0.14,14
high_threshold,18,11,0.14,14
high_threshold,18,12,0.14,14
high_threshold,18,13,0.14,14
high_threshold,18,14,0.14,14
high_threshold,18,15,0.14,14
high_threshold,18,16,0.14,14
high_threshold,18,17,0.14,14
high_threshold,18,18,0.14,14
high_threshold,18,19,0.14,14
high_threshold,18,20,0.14,14
high_threshold,18,21,0.14,14
high_threshold,18,22,0.14,14
high_threshold,18,23,0.14,14
high_threshold,18,24,0.14,14
high_threshold,18,25,0.14,14
high_threshold,18,26,0.14,14
high_threshold,18,27,0.14,14
high_threshold,18,28,0.14,14
high_threshold,18,29,0.14,14
high_threshold,18,30,0.14,14
high_threshold,19,0,0.08,8
high_threshold,19,1,0.09,9
high_threshold,19,2,0.09,9
high_threshold,19,3,0.09,9
high_threshold,19,4,0.09,9
high_threshold,19,5,0.09,9
high_threshold,19,6,0.09,9
high_threshold,19,7,0.09,9
high_threshold,19,8,0.09,9
high_threshold,19,9,0.09,9
high_threshold,19,10,0.09,9
high_threshold,19,11,0.09,9
high_threshold,19,12,0.09,9
high_threshold,19,13,0.09,9
high_threshold,19,14,0.09,9
high_threshold,19,15,0.09,9
high_threshold,19,16,0.09,9
high_threshold,19,17,0.09,9
high_threshold,19,18,0.09,9
high_threshold,19,19,0.09,9
high_threshold,19,20,0.09,9
high_threshold,19,21,0.09,9
high_threshold,19,22,0.09,9
high_threshold,19,23,0.09,9
high_threshold,19,24,0.09,9
high_threshold,19,25,0.09,9
high_threshold,19,26,0.09,9
high_threshold,19,27,0.09,9
high_threshold,19,28,0.09,9
high_threshold,19,29,0.09,9
high_threshold,19,30,0.09,9
high_threshold,20,0,0.08,8
high_threshold,20,1,0.08,8
high_threshold,20,2,0.08,8
high_threshold,20,3,0.08,8
high_threshold,20,4,0.08,8
high_threshold,20,5,0.08,8
high_threshold,20,6,0.08,8
high_threshold,20,7,0.08,8
high_threshold,20,8,0.08,8
high_threshold,20,9,0.08,8
high_threshold,20,10,0.08,8
high_threshold,20,11,0.08,8
high_threshold,20,12,0.08,8
high_threshold,20,13,0.08,8
high_threshold,20,14,0.08,8
high_threshold,20,15,0.08,8
high_threshold,20,16,0.08,8
high_threshold,20,17,0.08,8
high_threshold,20,18,0.08,8
high_threshold,20,19,0.08,8
high_threshold,20,20,0.08,8
high_threshold,20,21,0.08,8
high_threshold,20,22,0.08,8
high_threshold,20,23,0.08,8
high_threshold,20,24,0.08,8
high_threshold,20,25,0.08,8
high_threshold,20,26,0.08,8
high_threshold,20,27,0.08,8
high_threshold,20,28,0.08,8
high_threshold,20,29,0.08,8
high_threshold,20,30,0.08,8
high_threshold,21,0,0.08,8
high_threshold,21,1,0.08,8
high_threshold,21,2,0.08,8
high_threshold,21,3,0.08,8
high_threshold,21,4,0.08,8
high_threshold,21,5,0.08,8
high_threshold,21,6,0.08,8
high_threshold,21,7,0.08,8
high_threshold,21,8,0.08,8
high_threshold,21,9,0.08,8
high_threshold,21,10,0.08,8
high_threshold,21,11,0.08,8
high_threshold,21,12,0.08,8
high_threshold,21,13,0.08,8
high_threshold,21,14,0.08,8
high_threshold,21,15,0.08,8
high_threshold,21,16,0.08,8
high_threshold,21,17,0.08,8
high_threshold,21,18,0.08,8
high_threshold,21,19,0.08,8
high_threshold,21,20,0.08,8
high_threshold,21,21,0.08,8
high_threshold,21,22,0.08,8
high_threshold,21,23,0.08,8
high_threshold,21,24,0.08,8
high_threshold,21,25,0.08,8
high_threshold,21,26,0.08,8
high_threshold,21,27,0.08,8
high_threshold,21,28,0.08,8
high_threshold,21,29,0.08,8
high_threshold,21,30,0.08,8
high_threshold,22,0,0.08,8
high_threshold,22,1,0.09,9
high_threshold,22,2,0.09,9
high_threshold,22,3,0.09,9
high_threshold,22,4,0.09,9
high_threshold,22,5,0.09,9
high_threshold,22,6,0.09,9
high_threshold,22,7,0.09,9
high_threshold,22,8,0.09,9
high_threshold,22,9,0.09,9
high_threshold,22,10,0.09,9
high_threshold,22,11,0.09,9
high_threshold,22,12,0.09,9
high_threshold,22,13,0.09,9
high_threshold,22,14,0.09,9
high_threshold,22,15,0.09,9
high_threshold,22,16,0.09,9
high_threshold,22,17,0.09,9
high_threshold,22,18,0.09,9
high_threshold,22,19,0.09,9
high_threshold,22,20,0.09,9
high_threshold,22,21,0.09,9
high_threshold,22,22,0.09,9
high_threshold,22,23,0.09,9
high_threshold,22,24,0.09,9
high_threshold,22,25,0.09,9
high_threshold,22,26,0.09,9
high_threshold,22,27,0.09,9
high_threshold,22,28,0.09,9
high_threshold,22,29,0.09,9
high_threshold,22,30,0.09,9
high_threshold,23,0,0.08,8
high_threshold,23,1,0.08,8
high_threshold,23,2,0.08,8
high_threshold,23,3,0.08,8
high_threshold,23,4,0.08,8
high_threshold,23,5,0.08,8
high_threshold,23,6,0.08,8
high_threshold,23,7,0.08,8
high_threshold,23,8,0.08,8
high_threshold,23,9,0.08,8
high_threshold,23,10,0.08,8
high_threshold,23,11,0.08,8
high_threshold,23,12,0.08,8
high_threshold,23,13,0.08,8
high_threshold,23,14,0.08,8
high_threshold,23,15,0.08,8
high_threshold,23,16,0.08,8
high_threshold,23,17,0.08,8
high_threshold,23,18,0.08,8
high_threshold,23,19,0.08,8
high_threshold,23,20,0.08,8
high_threshold,23,21,0.08,8
high_threshold,23,22,0.08,8
high_threshold,23,23,0.08,8
high_threshold,23,24,0.08,8
high_threshold,23,25,0.08,8
high_threshold,23,26,0.08,8
high_threshold,23,27,0.08,8
high_threshold,23,28,0.08,8
high_threshold,23,29,0.08,8
high_threshold,23,30,0.08,8
high_threshold,24,0,0.08,8
high_threshold,24,1,0.09,9
high_threshold,24,2,0.09,9
high_threshold,24,3,0.09,9
high_threshold,24,4,0.09,9
high_threshold,24,5,0.09,9
high_threshold,24,6,0.09,9
high_threshold,24,7,0.09,9
high_threshold,24,8,0.09,9
high_threshold,24,9,0.09,9
high_threshold,24,10,0.09,9
high_threshold,24,11,0.09,9
high_threshold,24,12,0.09,9
high_threshold,24,13,0.09,9
high_threshold,24,14,0.09,9
high_threshold,24,15,0.09,9
high_threshold,24,16,0.09,9
high_threshold,24,17,0.09,9
high_threshold,24,18,0.09,9
high_threshold,24,19,0.09,9
high_threshold,24,20,0.09,9
high_threshold,24,21,0.09,9
high_threshold,24,22,0.09,9
high_threshold,24,23,0.09,9
high_threshold,24,24,0.09,9
high_threshold,24,25,0.09,9
high_threshold,24,26,0.09,9
high_threshold,24,27,0.09,9
high_threshold,24,28,0.09,9
high_threshold,24,29,0.09,9
high_threshold,24,30,0.09,9
high_threshold,25,0,0.08,8
high_threshold,25,1,0.08,8
high_threshold,25,2,0.08,8
high_threshold,25,3,0.08,8
high_threshold,25,4,0.08,8
high_threshold,25,5,0.08,8
high_threshold,25,6,0.08,8
high_threshold,25,7,0.08,8
high_threshold,25,8,0.08,8
high_threshold,25,9,0.08,8
high_threshold,25,10,0.08,8
high_threshold,25,11,0.08,8
high_threshold,25,12,0.08,8
high_threshold,25,13,0.08,8
high_threshold,25,14,0.08,8
high_threshold,25,15,0.08,8
high_threshold,25,16,0.08,8
high_threshold,25,17,0.08,8
high_threshold,25,18,0.08,8
high_threshold,25,19,0.08,8
high_threshold,25,20,0.08,8
high_threshold,25,21,0.08,8
high_threshold,25,22,0.08,8
high_threshold,25,23,0.08,8
high_threshold,25,24,0.08,8
high_threshold,25,25,0.08,8
high_threshold,25,26,0.08,8
high_threshold,25,27,0.08,8
high_threshold,25,28,0.08,8
high_threshold,25,29,0.08,8
high_threshold,25,30,0.08,8
high_threshold,26,0,0.08,8
high_threshold,26,1,0.08,8
high_threshold,26,2,0.08,8
high_threshold,26,3,0.08,8
high_threshold,26,4,0.08,8
high_threshold,26,5,0.08,8
high_threshold,26,6,0.08,8
high_threshold,26,7,0.08,8
high_threshold,26,8,0.08,8
high_threshold,26,9,0.08,8
high_threshold,26,10,0.08,8
high_threshold,26,11,0.08,8
high_threshold,26,12,0.08,8
high_threshold,26,13,0.08,8
high_threshold,26,14,0.08,8
high_threshold,26,15,0.08,8
high_threshold,26,16,0.08,8
high_threshold,26,17,0.08,8
high_threshold,26,18,0.08,8
high_threshold,26,19,0.08,8
high_threshold,26,20,0.08,8
high_threshold,26,21,0.08,8
high_threshold,26,22,0.08,8
high_threshold,26,23,0.08,8
high_threshold,26,24,0.08,8
high_threshold,26,25,0.08,8
high_threshold,26,26,0.08,8
high_threshold,26,27,0.08,8
high_threshold,26,28,0.08,8
high_threshold,26,29,0.08,8
high_threshold,26,30,0.08,8
high_threshold,27,0,0.08,8
high_threshold,27,1,0.08,8
high_threshold,27,2,0.08,8
high_threshold,27,3,0.08,8
high_threshold,27,4,0.08,8
high_threshold,27,5,0.08,8
high_threshold,27,6,0.08,8
high_threshold,27,7,0.08,8
high_threshold,27,8,0.08,8
high_threshold,27,9,0.08,8
high_threshold,27,10,0.08,8
high_threshold,27,11,0.08,8
high_threshold,27,12,0.08,8
high_threshold,27,13,0.08,8
high_threshold,27,14,0.08,8
high_threshold,27,15,0.08,8
high_threshold,27,16,0.08,8
high_threshold,27,17,0.08,8
high_threshold,27,18,0.08,8
high_threshold,27,19,0.08,8
high_threshold,27,20,0.08,8
high_threshold,27,21,0.08,8
high_threshold,27,22,0.08,8
high_threshold,27,23,0.08,8
high_threshold,27,24,0.08,8
high_threshold,27,25,0.08,8
high_threshold,27,26,0.08,8
high_threshold,27,27,0.08,8
high_threshold,27,28,0.08,8
high_threshold,27,29,0.08,8
high_threshold,27,30,0.08,8
high_threshold,28,0,0.08,8
high_threshold,28,1,0.09,9
high_threshold,28,2,0.11,11
high_threshold,28,3,0.12,12
high_threshold,28,4,0.13,13
high_threshold,28,5,0.13,13
high_threshold,28,6,0.13,13
high_threshold,28,7,0.13,13
high_threshold,28,8,0.13,13
high_threshold,28,9,0.13,13
high_threshold,28,10,0.13,13
high_threshold,28,11,0.13,13
high_threshold,28,12,0.13,13
high_threshold,28,13,0.13,13
high_threshold,28,14,0.13,13
high_threshold,28,15,0.13,13
high_threshold,28,16,0.13,13
high_threshold,28,17,0.13,13
high_threshold,28,18,0.13,13
high_threshold,28,19,0.13,13
high_threshold,28,20,0.13,13
high_threshold,28,21,0.13,13
high_threshold,28,22,0.13,13
high_threshold,28,23,0.13,13
high_threshold,28,24,0.13,13
high_threshold,28,25,0.13,13
high_threshold,28,26,0.13,13
high_threshold,28,27,0.13,13
high_threshold,28,28,0.13,13
high_threshold,28,29,0.13,13
high_threshold,28,30,0.13,13
high_threshold,29,0,0.08,8
high_threshold,29,1,0.08,8
high_threshold,29,2,0.08,8
high_threshold,29,3,0.08,8
high_threshold,29,4,0.08,8
high_threshold,29,5,0.08,8
high_threshold,29,6,0.08,8
high_threshold,29,7,0.08,8
high_threshold,29,8,0.08,8
high_threshold,29,9,0.08,8
high_threshold,29,10,0.08,8
high_threshold,29,11,0.08,8
high_threshold,29,12,0.08,8
high_threshold,29,13,0.08,8
high_threshold,29,14,0.08,8
high_threshold,29,15,0.08,8
high_threshold,29,16,0.08,8
high_threshold,29,17,0.08,8
high_threshold,29,18,0.08,8
high_threshold,29,19,0.08,8
high_threshold,29,20,0.08,8
high_threshold,29,21,0.08,8
high_threshold,29,22,0.08,8
high_threshold,29,23,0.08,8
high_threshold,29,24,0.08,8
high_threshold,29,25,0.08,8
high_threshold,29,26,0.08,8
high_threshold,29,27,0.08,8
high_threshold,29,28,0.08,8
high_threshold,29,29,0.08,8
high_threshold,29,30,0.08,8
high_threshold,30,0,0.08,8
high_threshold,30,1,0.08,8
high_threshold,30,2,0.08,8
high_threshold,30,3,0.08,8
high_threshold,30,4,0.08,8
high_threshold,30,5,0.08,8
high_threshold,30,6,0.08,8
high_threshold,30,7,0.08,8
high_threshold,30,8,0.08,8
high_threshold,30,9,0.08,8
high_threshold,30,10,0.08,8
high_threshold,30,11,0.08,8
high_threshold,30,12,0.08,8
high_threshold,30,13,0.08,8
high_threshold,30,14,0.08,8
high_threshold,30,15,0.08,8
high_threshold,30,16,0.08,8
high_threshold,30,17,0.08,8
high_threshold,30,18,0.08,8
high_threshold,30,19,0.08,8
high_threshold,30,20,0.08,8
high_threshold,30,21,0.08,8
high_threshold,30,22,0.08,8
high_threshold,30,23,0.08,8
high_threshold,30,24,0.08,8
high_threshold,30,25,0.08,8
high_threshold,30,26,0.08,8
high_threshold,30,27,0.08,8
high_threshold,30,28,0.08,8
high_threshold,30,29,0.08,8
high_threshold,30,30,0.08,8
high_threshold,31,0,0.08,8
high_threshold,31,1,0.08,8
high_threshold,31,2,0.08,8
high_threshold,31,3,0.08,8
high_threshold,31,4,0.08,8
high_threshold,31,5,0.08,8
high_threshold,31,6,0.08,8
high_threshold,31,7,0.08,8
high_threshold,31,8,0.08,8
high_threshold,31,9,0.08,8
high_threshold,31,10,0.08,8
high_threshold,31,11,0.08,8
high_threshold,31,12,0.08,8
high_threshold,31,13,0.08,8
high_threshold,31,14,0.08,8
high_threshold,31,15,0.08,8
high_threshold,31,16,0.08,8
high_threshold,31,17,0.08,8
high_threshold,31,18,0.08,8
high_threshold,31,19,0.08,8
high_threshold,31,20,0.08,8
high_threshold,31,21,0.08,8
high_threshold,31,22,0.08,8
high_threshold,31,23,0.08,8
high_threshold,31,24,0.08,8
high_threshold,31,25,0.08,8
high_threshold,31,26,0.08,8
high_threshold,31,27,0.08,8
high_threshold,31,28,0.08,8
high_threshold,31,29,0.08,8
high_threshold,31,30,0.08,8
high_threshold,32,0,0.08,8
high_threshold,32,1,0.09,9
high_threshold,32,2,0.09,9
high_threshold,32,3,0.09,9
high_threshold,32,4,0.09,9
high_threshold,32,5,0.09,9
high_threshold,32,6,0.09,9
high_threshold,32,7,0.09,9
high_threshold,32,8,0.09,9
high_threshold,32,9,0.09,9
high_threshold,32,10,0.09,9
high_threshold,32,11,0.09,9
high_threshold,32,12,0.09,9
high_threshold,32,13,0.09,9
high_threshold,32,14,0.09,9
high_threshold,32,15,0.09,9
high_threshold,32,16,0.09,9
high_threshold,32,17,0.09,9
high_threshold,32,18,0.09,9
high_threshold,32,19,0.09,9
high_threshold,32,20,0.09,9
high_threshold,32,21,0.09,9
high_threshold,32,22,0.09,9
high_threshold,32,23,0.09,9
high_threshold,32,24,0.09,9
high_threshold,32,25,0.09,9
high_threshold,32,26,0.09,9
high_threshold,32,27,0.09,9
high_threshold,32,28,0.09,9
high_threshold,32,29,0.09,9
high_threshold,32,30,0.09,9
high_threshold,33,0,0.08,8
high_threshold,33,1,0.1,10
high_threshold,33,2,0.11,11
high_threshold,33,3,0.12,12
high_threshold,33,4,0.13,13
high_threshold,33,5,0.14,14
high_threshold,33,6,0.15,15
high_threshold,33,7,0.17,17
high_threshold,33,8,0.17,17
high_threshold,33,9,0.17,17
high_threshold,33,10,0.17,17
high_threshold,33,11,0.17,17
high_threshold,33,12,0.17,17
high_threshold,33,13,0.17,17
high_threshold,33,14,0.17,17
high_threshold,33,15,0.17,17
high_threshold,33,16,0.17,17
high_threshold,33,17,0.17,17
high_threshold,33,18,0.17,17
high_threshold,33,19,0.17,17
high_threshold,33,20,0.17,17
high_threshold,33,21,0.17,17
high_threshold,33,22,0.17,17
high_threshold,33,23,0.17,17
high_threshold,33,24,0.17,17
high_threshold,33,25,0.17,17
high_threshold,33,26,0.17,17
high_threshold,33,27,0.17,17
high_threshold,33,28,0.17,17
high_threshold,33,29,0.17,17
high_threshold,33,30,0.17,17
high_threshold,34,0,0.08,8
high_threshold,34,1,0.08,8
high_threshold,34,2,0.08,8
high_threshold,34,3,0.08,8
high_threshold,34,4,0.08,8
high_threshold,34,5,0.08,8
high_threshold,34,6,0.08,8
high_threshold,34,7,0.08,8
high_threshold,34,8,0.08,8
high_threshold,34,9,0.08,8
high_threshold,34,10,0.08,8
high_threshold,34,11,0.08,8
high_threshold,34,12,0.08,8
high_threshold,34,13,0.08,8
high_threshold,34,14,0.08,8
high_threshold,34,15,0.08,8
high_threshold,34,16,0.08,8
high_threshold,34,17,0.08,8
high_threshold,34,18,0.08,8
high_threshold,34,19,0.08,8
high_threshold,34,20,0.08,8
high_threshold,34,21,0.08,8
high_threshold,34,22,0.08,8
high_threshold,34,23,0.08,8
high_threshold,34,24,0.08,8
high_threshold,34,25,0.08,8
high_threshold,34,26,0.08,8
high_threshold,34,27,0.08,8
high_threshold,34,28,0.08,8
high_threshold,34,29,0.08,8
high_threshold,34,30,0.08,8
high_threshold,35,0,0.08,8
high_threshold,35,1,0.08,8
high_threshold,35,2,0.08,8
high_threshold,35,3,0.08,8
high_threshold,35,4,0.08,8
high_threshold,35,5,0.08,8
high_threshold,35,6,0.08,8
high_threshold,35,7,0.08,8
high_threshold,35,8,0.08,8
high_threshold,35,9,0.08,8
high_threshold,35,10,0.08,8
high_threshold,35,11,0.08,8
high_threshold,35,12,0.08,8
high_threshold,35,13,0.08,8
high_threshold,35,14,0.08,8
high_threshold,35,15,0.08,8
high_threshold,35,16,0.08,8
high_threshold,35,17,0.08,8
high_threshold,35,18,0.08,8
high_threshold,35,19,0.08,8
high_threshold,35,20,0.08,8
high_threshold,35,21,0.08,8
high_threshold,35,22,0.08,8
high_threshold,35,23,0.08,8
high_threshold,35,24,0.08,8
high_threshold,35,25,0.08,8
high_threshold,35,26,0.08,8
high_threshold,35,27,0.08,8
high_threshold,35,28,0.08,8
high_threshold,35,29,0.08,8
high_threshold,35,30,0.08,8
high_threshold,36,0,0.08,8
high_threshold,36,1,0.09,9
high_threshold,36,2,0.09,9
high_threshold,36,3,0.09,9
high_threshold,36,4,0.09,9
high_threshold,36,5,0.09,9
high_threshold,36,6,0.09,9
high_threshold,36,7,0.09,9
high_threshold,36,8,0.09,9
high_threshold,36,9,0.09,9
high_threshold,36,10,0.09,9
high_threshold,36,11,0.09,9
high_threshold,36,12,0.09,9
high_threshold,36,13,0.09,9
high_threshold,36,14,0.09,9
high_threshold,36,15,0.09,9
high_threshold,36,16,0.09,9
high_threshold,36,17,0.09,9
high_threshold,36,18,0.09,9
high_threshold,36,19,0.09,9
high_threshold,36,20,0.09,9
high_threshold,36,21,0.09,9
high_threshold,36,22,0.09,9
high_threshold,36,23,0.09,9
high_threshold,36,24,0.09,9
high_threshold,36,25,0.09,9
high_threshold,36,26,0.09,9
high_threshold,36,27,0.09,9
high_threshold,36,28,0.09,9
high_threshold,36,29,0.09,9
high_threshold,36,30,0.09,9
high_threshold,37,0,0.08,8
high_threshold,37,1,0.11,11
high_threshold,37,2,0.14,14
high_threshold,37,3,0.15,15
high_threshold,37,4,0.15,15
high_threshold,37,5,0.15,15
high_threshold,37,6,0.15,15
high_threshold,37,7,0.15,15
high_threshold,37,8,0.15,15
high_threshold,37,9,0.15,15
high_threshold,37,10,0.15,15
high_threshold,37,11,0.15,15
high_threshold,37,12,0.15,15
high_threshold,37,13,0.15,15
high_threshold,37,14,0.15,15
high_threshold,37,15,0.15,15
high_threshold,37,16,0.15,15
high_threshold,37,17,0.15,15
high_threshold,37,18,0.15,15
high_threshold,37,19,0.15,15
high_threshold,37,20,0.15,15
high_threshold,37,21,0.15,15
high_threshold,37,22,0.15,15
high_threshold,37,23,0.15,15
high_threshold,37,24,0.15,15
high_threshold,37,25,0.15,15
high_threshold,37,26,0.15,15
high_threshold,37,27,0.15,15
high_threshold,37,28,0.15,15
high_threshold,37,29,0.15,15
high_threshold,37,30,0.15,15
high_threshold,38,0,0.08,8
high_threshold,38,1,0.08,8
high_threshold,38,2,0.08,8
high_threshold,38,3,0.08,8
high_threshold,38,4,0.08,8
high_threshold,38,5,0.08,8
high_threshold,38,6,0.08,8
high_threshold,38,7,0.08,8
high_threshold,38,8,0.08,8
high_threshold,38,9,0.08,8
high_threshold,38,10,0.08,8
high_threshold,38,11,0.08,8
high_threshold,38,12,0.08,8
high_threshold,38,13,0.08,8
high_threshold,38,14,0.08,8
high_threshold,38,15,0.08,8
high_threshold,38,16,0.08,8
high_threshold,38,17,0.08,8
high_threshold,38,18,0.08,8
high_threshold,38,19,0.08,8
