scenario,step,time,state,rate,capacity,interpretation
stress_capacity,121,12.1,45.547669728,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,122,12.2,45.8658830604,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,123,12.3,46.1821495133,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,124,12.4,46.4964236654,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,125,12.5,46.8086614491,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,126,12.6,47.1188201676,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,127,12.7,47.4268585098,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,128,12.8,47.7327365634,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,129,12.9,48.0364158262,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,130,13.0,48.3378592154,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,131,13.1,48.6370310759,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,132,13.2,48.9338971854,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,133,13.3,49.2284247595,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,134,13.4,49.5205824534,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,135,13.5,49.8103403635,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,136,13.6,50.0976700259,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,137,13.7,50.3825444144,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,138,13.8,50.6649379365,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,139,13.9,50.9448264278,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,140,14.0,51.222187145,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,141,14.1,51.4969987576,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,142,14.2,51.7692413382,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,143,14.3,52.038896351,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,144,14.4,52.3059466399,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,145,14.5,52.5703764144,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,146,14.6,52.8321712352,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,147,14.7,53.0913179978,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,148,14.8,53.3478049158,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,149,14.9,53.6016215029,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,150,15.0,53.8527585536,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,151,15.1,54.1012081236,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,152,15.2,54.3469635088,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,153,15.3,54.5900192239,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,154,15.4,54.8303709802,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,155,15.5,55.0680156621,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,156,15.6,55.3029513042,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,157,15.7,55.5351770666,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,158,15.8,55.7646932103,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,159,15.9,55.9915010719,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,160,16.0,56.2156030384,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,161,16.1,56.4370025206,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,162,16.2,56.6557039272,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,163,16.3,56.8717126379,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,164,16.4,57.0850349768,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,165,16.5,57.2956781854,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,166,16.6,57.5036503952,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,167,16.7,57.7089606006,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,168,16.8,57.9116186316,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,169,16.9,58.1116351263,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,170,17.0,58.309021504,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,171,17.1,58.5037899373,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,172,17.2,58.6959533255,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,173,17.3,58.8855252672,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,174,17.4,59.0725200337,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,175,17.5,59.256952542,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,176,17.6,59.4388383287,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,177,17.7,59.6181935233,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,178,17.8,59.7950348226,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,179,17.9,59.969379465,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,180,18.0,60.1412452047,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,181,18.1,60.3106502874,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,182,18.2,60.4776134252,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,183,18.3,60.6421537721,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,184,18.4,60.8042909006,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,185,18.5,60.9640447781,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,186,18.6,61.1214357434,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,187,18.7,61.2764844848,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,188,18.8,61.4292120171,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,189,18.9,61.5796396606,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,190,19.0,61.7277890193,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,191,19.1,61.8736819605,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,192,19.2,62.0173405942,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,193,19.3,62.1587872534,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,194,19.4,62.2980444748,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,195,19.5,62.4351349799,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,196,19.6,62.5700816566,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,197,19.7,62.7029075416,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,198,19.8,62.8336358027,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,199,19.9,62.9622897221,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,200,20.0,63.0888926803,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,201,20.1,63.2134681397,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,202,20.2,63.3360396298,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,203,20.3,63.4566307321,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,204,20.4,63.5752650657,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,205,20.5,63.6919662732,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,206,20.6,63.8067580079,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,207,20.7,63.9196639202,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,208,20.8,64.0307076456,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,209,20.9,64.1399127923,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,210,21.0,64.2473029302,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,211,21.1,64.3529015791,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,212,21.2,64.4567321988,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,213,21.3,64.5588181783,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,214,21.4,64.6591828262,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,215,21.5,64.7578493617,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,216,21.6,64.8548409049,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,217,21.7,64.9501804691,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,218,21.8,65.0438909519,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,219,21.9,65.135995128,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,220,22.0,65.2265156417,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,221,22.1,65.3154749994,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,222,22.2,65.4028955639,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,223,22.3,65.4887995471,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,224,22.4,65.5732090049,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,225,22.5,65.6561458309,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,226,22.6,65.7376317517,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,227,22.7,65.8176883215,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,228,22.8,65.8963369177,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,229,22.9,65.9735987362,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,230,23.0,66.0494947881,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,231,23.1,66.1240458947,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,232,23.2,66.1972726854,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,233,23.3,66.2691955931,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,234,23.4,66.3398348522,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,235,23.5,66.4092104955,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,236,23.6,66.4773423515,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,237,23.7,66.5442500425,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,238,23.8,66.6099529823,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,239,23.9,66.6744703744,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,240,24.0,66.7378212105,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,241,24.1,66.8000242691,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,242,24.2,66.8610981138,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,243,24.3,66.9210610929,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,244,24.4,66.9799313382,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,245,24.5,67.0377267644,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,246,24.6,67.0944650684,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,247,24.7,67.1501637289,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,248,24.8,67.2048400067,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,249,24.9,67.2585109439,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,250,25.0,67.3111933644,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,251,25.1,67.3629038739,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,252,25.2,67.4136588604,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,253,25.3,67.4634744945,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,254,25.4,67.5123667299,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,255,25.5,67.560351304,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,256,25.6,67.6074437392,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,257,25.7,67.6536593428,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,258,25.8,67.699013209,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,259,25.9,67.743520219,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,260,26.0,67.7871950429,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,261,26.1,67.8300521404,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,262,26.2,67.8721057623,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,263,26.3,67.9133699516,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,264,26.4,67.9538585455,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,265,26.5,67.993585176,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,266,26.6,68.0325632724,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,267,26.7,68.070806062,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,268,26.8,68.1083265724,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,269,26.9,68.1451376328,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,270,27.0,68.1812518761,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,271,27.1,68.21668174,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,272,27.2,68.2514394698,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,273,27.3,68.2855371193,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,274,27.4,68.3189865532,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,275,27.5,68.3517994489,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,276,27.6,68.3839872985,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,277,27.7,68.4155614105,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,278,27.8,68.4465329121,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,279,27.9,68.476912751,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,280,28.0,68.5067116975,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,281,28.1,68.5359403464,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,282,28.2,68.5646091193,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,283,28.3,68.5927282664,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,284,28.4,68.6203078685,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,285,28.5,68.6473578396,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,286,28.6,68.6738879283,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,287,28.7,68.6999077203,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,288,28.8,68.7254266402,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,289,28.9,68.7504539539,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,290,29.0,68.7749987704,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,291,29.1,68.7990700441,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,292,29.2,68.8226765767,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,293,29.3,68.8458270194,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,294,29.4,68.8685298746,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,295,29.5,68.8907934987,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,296,29.6,68.9126261032,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,297,29.7,68.9340357577,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,298,29.8,68.9550303912,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,299,29.9,68.9756177944,0.2,70.0,Lower upper constraint or capacity limit
stress_capacity,300,30.0,68.9958056217,0.2,70.0,Lower upper constraint or capacity limit
