scenario,step,time,storage,rate_of_change,raw_next_storage,next_storage,shortage,overflow,domain_valid
coarse_step_baseline,15,15.0,90.81833314,0.637725,91.45605814,91.45605814,0.0,0.0,True
coarse_step_baseline,16,16.0,91.45605814,0.62815913,92.08421727,92.08421727,0.0,0.0,True
coarse_step_baseline,17,17.0,92.08421727,0.61873674,92.70295401,92.70295401,0.0,0.0,True
coarse_step_baseline,18,18.0,92.70295401,0.60945569,93.3124097,93.3124097,0.0,0.0,True
coarse_step_baseline,19,19.0,93.3124097,0.60031385,93.91272355,93.91272355,0.0,0.0,True
coarse_step_baseline,20,20.0,93.91272355,0.59130915,94.5040327,94.5040327,0.0,0.0,True
coarse_step_baseline,21,21.0,94.5040327,0.58243951,95.08647221,95.08647221,0.0,0.0,True
coarse_step_baseline,22,22.0,95.08647221,0.57370292,95.66017513,95.66017513,0.0,0.0,True
coarse_step_baseline,23,23.0,95.66017513,0.56509737,96.2252725,96.2252725,0.0,0.0,True
coarse_step_baseline,24,24.0,96.2252725,0.55662091,96.78189341,96.78189341,0.0,0.0,True
coarse_step_baseline,25,25.0,96.78189341,0.5482716,97.33016501,97.33016501,0.0,0.0,True
coarse_step_baseline,26,26.0,97.33016501,0.54004752,97.87021254,97.87021254,0.0,0.0,True
coarse_step_baseline,27,27.0,97.87021254,0.53194681,98.40215935,98.40215935,0.0,0.0,True
coarse_step_baseline,28,28.0,98.40215935,0.52396761,98.92612696,98.92612696,0.0,0.0,True
coarse_step_baseline,29,29.0,98.92612696,0.5161081,99.44223505,99.44223505,0.0,0.0,True
coarse_step_baseline,30,30.0,99.44223505,0.50836647,99.95060153,99.95060153,0.0,0.0,True
coarse_step_baseline,31,31.0,99.95060153,0.50074098,100.45134251,100.0,0.0,0.45134251,True
coarse_step_baseline,32,32.0,100.0,0.5,100.5,100.0,0.0,0.5,True
coarse_step_baseline,33,33.0,100.0,0.5,100.5,100.0,0.0,0.5,True
coarse_step_baseline,34,34.0,100.0,0.5,100.5,100.0,0.0,0.5,True
coarse_step_baseline,35,35.0,100.0,0.5,100.5,100.0,0.0,0.5,True
coarse_step_baseline,36,36.0,100.0,0.5,100.5,100.0,0.0,0.5,True
coarse_step_baseline,37,37.0,100.0,0.5,100.5,100.0,0.0,0.5,True
coarse_step_baseline,38,38.0,100.0,0.5,100.5,100.0,0.0,0.5,True
coarse_step_baseline,39,39.0,100.0,0.5,100.5,100.0,0.0,0.5,True
coarse_step_baseline,40,40.0,100.0,0.5,100.5,100.0,0.0,0.5,True
coarse_step_baseline,41,41.0,100.0,0.5,100.5,100.0,0.0,0.5,True
coarse_step_baseline,42,42.0,100.0,0.5,100.5,100.0,0.0,0.5,True
coarse_step_baseline,43,43.0,100.0,0.5,100.5,100.0,0.0,0.5,True
coarse_step_baseline,44,44.0,100.0,0.5,100.5,100.0,0.0,0.5,True
coarse_step_baseline,45,45.0,100.0,0.5,100.5,100.0,0.0,0.5,True
coarse_step_baseline,46,46.0,100.0,0.5,100.5,100.0,0.0,0.5,True
coarse_step_baseline,47,47.0,100.0,0.5,100.5,100.0,0.0,0.5,True
coarse_step_baseline,48,48.0,100.0,0.5,100.5,100.0,0.0,0.5,True
coarse_step_baseline,49,49.0,100.0,0.5,100.5,100.0,0.0,0.5,True
coarse_step_baseline,50,50.0,100.0,0.5,100.5,100.0,0.0,0.5,True
coarse_step_baseline,51,51.0,100.0,0.5,100.5,100.0,0.0,0.5,True
coarse_step_baseline,52,52.0,100.0,0.5,100.5,100.0,0.0,0.5,True
coarse_step_baseline,53,53.0,100.0,0.5,100.5,100.0,0.0,0.5,True
coarse_step_baseline,54,54.0,100.0,0.5,100.5,100.0,0.0,0.5,True
coarse_step_baseline,55,55.0,100.0,0.5,100.5,100.0,0.0,0.5,True
coarse_step_baseline,56,56.0,100.0,0.5,100.5,100.0,0.0,0.5,True
coarse_step_baseline,57,57.0,100.0,0.5,100.5,100.0,0.0,0.5,True
coarse_step_baseline,58,58.0,100.0,0.5,100.5,100.0,0.0,0.5,True
coarse_step_baseline,59,59.0,100.0,0.5,100.5,100.0,0.0,0.5,True
coarse_step_baseline,60,60.0,100.0,0.5,100.5,100.0,0.0,0.5,True
